pocket_id,uniprot_id,protein_name,organism,classification,n_ligands,pdb_codes,MW_mean,MW_std,MW_median,MW_min,MW_max,MW_count,logP_mean,logP_std,logP_median,logP_min,logP_max,logP_count,HBD_mean,HBD_std,HBD_median,HBD_min,HBD_max,HBD_count,HBA_mean,HBA_std,HBA_median,HBA_min,HBA_max,HBA_count,TPSA_mean,TPSA_std,TPSA_median,TPSA_min,TPSA_max,TPSA_count,rotatable_bonds_mean,rotatable_bonds_std,rotatable_bonds_median,rotatable_bonds_min,rotatable_bonds_max,rotatable_bonds_count,formal_charge_mean,formal_charge_std,formal_charge_median,formal_charge_min,formal_charge_max,formal_charge_count,aromatic_rings_mean,aromatic_rings_std,aromatic_rings_median,aromatic_rings_min,aromatic_rings_max,aromatic_rings_count,fsp3_mean,fsp3_std,fsp3_median,fsp3_min,fsp3_max,fsp3_count
A0A0H2UNK6_1,A0A0H2UNK6,Mevalonate kinase,Streptococcus pneumoniae,TRANSFERASE,1,2oi2,304.08399999999983,0.0,304.08399999999983,304.08399999999983,304.08399999999983,1,-3.402199999999998,0.0,-3.402199999999998,-3.402199999999998,-3.402199999999998,1,1.0,0.0,1.0,1.0,1.0,1,10.0,0.0,10.0,10.0,10.0,1,182.14,0.0,182.14,182.14,182.14,1,9.0,0.0,9.0,9.0,9.0,1,-4.0,0.0,-4.0,-4.0,-4.0,1,0.0,0.0,0.0,0.0,0.0,1,0.8333333333333334,0.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,1
A0A0H2UP19_1,A0A0H2UP19,BETA-GALACTOSIDASE,Streptococcus pneumoniae TIGR4,HYDROLASE,1,4cu7,148.18200000000013,0.0,148.18200000000013,148.18200000000013,148.18200000000013,1,-3.1062999999999965,0.0,-3.1062999999999965,-3.1062999999999965,-3.1062999999999965,1,4.0,0.0,4.0,4.0,4.0,1,3.0,0.0,3.0,3.0,3.0,1,77.3,0.0,77.3,77.3,77.3,1,4.0,0.0,4.0,4.0,4.0,1,1.0,0.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,1.0,1.0,1
A0A0H2UPS5_1,A0A0H2UPS5,Aspartate beta-semialdehyde dehydrogenase,Streptococcus pneumoniae,OXIDOREDUCTASE,1,2gz2,423.171,0.0,423.171,423.171,423.171,1,-4.273999999999998,0.0,-4.273999999999998,-4.273999999999998,-4.273999999999998,1,2.0,0.0,2.0,2.0,2.0,1,14.0,0.0,14.0,14.0,14.0,1,243.92,0.0,243.92,243.92,243.92,1,8.0,0.0,8.0,8.0,8.0,1,-4.0,0.0,-4.0,-4.0,-4.0,1,2.0,0.0,2.0,2.0,2.0,1,0.5,0.0,0.5,0.5,0.5,1
A0A0H2UPT5_1,A0A0H2UPT5,"Iron-compound ABC transporter, iron compound-binding protein",Streptococcus pneumoniae TIGR4,TRANSPORT PROTEIN,1,4hmq,740.5290000000017,0.0,740.5290000000017,740.5290000000017,740.5290000000017,1,-3.819999999999993,0.0,-3.819999999999993,-3.819999999999993,-3.819999999999993,1,6.0,0.0,6.0,6.0,6.0,1,12.0,0.0,12.0,12.0,12.0,1,304.70999999999987,0.0,304.70999999999987,304.70999999999987,304.70999999999987,1,12.0,0.0,12.0,12.0,12.0,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1
A0A0H2URD6_1,A0A0H2URD6,"ABC TRANSPORTER, SUBSTRATE-BINDING PROTEIN",Streptococcus pneumoniae TIGR4,TRANSPORT PROTEIN,3,"5g5z,5g60,5g61",666.579000000001,162.14100000000093,666.5790000000017,504.43799999999976,828.7200000000016,3,-9.744000000000009,2.1742000000000026,-9.744000000000009,-11.91820000000001,-7.569800000000004,3,14.0,3.0,14.0,11.0,17.0,3,21.0,5.0,21.0,16.0,26.0,3,347.8300000000001,79.15000000000012,347.8300000000001,268.67999999999995,426.9800000000002,3,27.0,7.0,27.0,20.0,34.0,3,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,3,1.0,0.0,1.0,1.0,1.0,3
A0A0H2US73_1,A0A0H2US73,N-ACETYL-BETA-D-GLUCOSAMINIDASE,Streptococcus pneumoniae TIGR4,HYDROLASE,3,"5a69,5a6b,5a6k",309.98533333333324,75.95152280457125,353.3309999999998,222.2860000000001,354.33899999999977,3,-1.839399999999997,0.8952772084667387,-2.1345999999999945,-2.5497999999999967,-0.8337999999999997,3,4.666666666666667,0.5773502691896258,5.0,4.0,5.0,3,6.666666666666667,1.5275252316519468,7.0,5.0,8.0,3,129.01333333333335,36.79568226481653,149.71,86.53,150.8,3,6.0,1.7320508075688772,7.0,4.0,7.0,3,0.6666666666666666,0.5773502691896257,1.0,0.0,1.0,3,0.6666666666666666,0.5773502691896258,1.0,0.0,1.0,3,0.6,0.34641016151377546,0.4,0.4,1.0,3
A0A0H2WXZ7_1,A0A0H2WXZ7,PstA,Staphylococcus aureus subsp. aureus COL,SIGNALING PROTEIN,1,4wk1,656.4020000000007,0.0,656.4020000000007,656.4020000000007,656.4020000000007,1,-2.898799999999997,0.0,-2.898799999999997,-2.898799999999997,-2.898799999999997,1,4.0,0.0,4.0,4.0,4.0,1,20.0,0.0,20.0,20.0,20.0,1,315.3399999999999,0.0,315.3399999999999,315.3399999999999,315.3399999999999,1,6.0,0.0,6.0,6.0,6.0,1,-2.0,0.0,-2.0,-2.0,-2.0,1,4.0,0.0,4.0,4.0,4.0,1,0.5,0.0,0.5,0.5,0.5,1
A0A0H2XK72_1,A0A0H2XK72,Ribosome biogenesis GTPase A,Staphylococcus aureus subsp. aureus USA300,RNA BINDING PROTEIN,3,"6g0z,6g14,6g15",572.1323333333336,120.08043708420364,598.1200000000006,441.186,677.0910000000003,3,-6.209266666666662,1.137746163840305,-6.5915999999999935,-7.106599999999997,-4.929599999999998,3,3.3333333333333335,0.5773502691896257,3.0,3.0,4.0,3,18.0,4.58257569495584,19.0,13.0,22.0,3,346.46333333333337,76.94439572401191,363.86,262.30999999999995,413.2200000000001,3,11.666666666666666,2.516611478423583,12.0,9.0,14.0,3,-4.333333333333333,2.0816659994661326,-5.0,-6.0,-2.0,3,2.0,0.0,2.0,2.0,2.0,3,0.5,0.0,0.5,0.5,0.5,3
A0A0H2YU91_1,A0A0H2YU91,ALPHA-N-ACETYLGLUCOSAMINIDASE,Clostridium perfringens,HYDROLASE,2,"2vc9,2vcb",279.2824999999999,104.72039297338391,279.2824999999999,205.2340000000001,353.3309999999998,2,-2.341499999999998,2.132209787989913,-2.341499999999998,-3.849199999999996,-0.8337999999999997,2,5.0,0.0,5.0,5.0,5.0,2,6.0,2.8284271247461903,6.0,4.0,8.0,2,128.055,30.624794693189376,128.055,106.4,149.71,2,6.0,1.4142135623730951,6.0,5.0,7.0,2,0.5,0.7071067811865476,0.5,0.0,1.0,2,0.5,0.7071067811865476,0.5,0.0,1.0,2,0.6375,0.33587572106361,0.6375,0.4,0.875,2
A0A0H2ZD27_1,A0A0H2ZD27,CFTR inhibitory factor,Pseudomonas aeruginosa UCBPP-PA14,HYDROLASE/HYDROLASE INHIBITOR,3,"5hk9,5hka,5hkb",463.91833333333335,20.653839602682467,460.317,445.302,486.1360000000001,3,5.171500000000003,1.108713772801619,5.605700000000002,3.911400000000002,5.9974000000000025,3,3.0,1.0,3.0,2.0,4.0,3,4.333333333333333,0.5773502691896257,4.0,4.0,5.0,3,104.67333333333333,7.939170821523706,101.65,98.69,113.68,3,7.0,0.0,7.0,7.0,7.0,3,-0.3333333333333333,0.5773502691896258,0.0,-1.0,0.0,3,2.6666666666666665,0.5773502691896257,3.0,2.0,3.0,3,0.13468013468013465,0.07581367171176905,0.0909090909090909,0.0909090909090909,0.2222222222222222,3
A0A0H2ZD98_1,A0A0H2ZD98,Putative uncharacterized protein pelD,Pseudomonas aeruginosa UCBPP-PA14,Nucleotide-binding Protein,1,4dn0,690.4160000000007,0.0,690.4160000000007,690.4160000000007,690.4160000000007,1,-5.473999999999991,0.0,-5.473999999999991,-5.473999999999991,-5.473999999999991,1,6.0,0.0,6.0,6.0,6.0,1,18.0,0.0,18.0,18.0,18.0,1,357.7799999999999,0.0,357.7799999999999,357.7799999999999,357.7799999999999,1,6.0,0.0,6.0,6.0,6.0,1,0.0,0.0,0.0,0.0,0.0,1,4.0,0.0,4.0,4.0,4.0,1,0.5,0.0,0.5,0.5,0.5,1
A0A0H2ZE85_1,A0A0H2ZE85,FUCOSE-BINDING LECTIN PA-IIL,Pseudomonas aeruginosa UCBPP-PA14,SUGAR BINDING PROTEIN,1,5a6x,178.1840000000001,0.0,178.1840000000001,178.1840000000001,178.1840000000001,1,-1.539699999999999,0.0,-1.539699999999999,-1.539699999999999,-1.539699999999999,1,3.0,0.0,3.0,3.0,3.0,1,5.0,0.0,5.0,5.0,5.0,1,79.15,0.0,79.15,79.15,79.15,1,4.0,0.0,4.0,4.0,4.0,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,1.0,1.0,1
A0A0H3AES3_1,A0A0H3AES3,Methyl-accepting chemotaxis (MCP) signaling domain protein,Vibrio cholerae,SIGNALING PROTEIN,1,5ave,105.09299999999996,0.0,105.09299999999996,105.09299999999996,105.09299999999996,1,-3.660899999999999,0.0,-3.660899999999999,-3.660899999999999,-3.660899999999999,1,2.0,0.0,2.0,2.0,2.0,1,3.0,0.0,3.0,3.0,3.0,1,88.0,0.0,88.0,88.0,88.0,1,4.0,0.0,4.0,4.0,4.0,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1
A0A0H3C834_1,A0A0H3C834,"Sugar ABC transporter, periplasmic sugar-binding protein",Caulobacter vibrioides CB15,TRANSPORT PROTEIN,1,4irx,180.1560000000001,0.0,180.1560000000001,180.1560000000001,180.1560000000001,1,-3.834599999999997,0.0,-3.834599999999997,-3.834599999999997,-3.834599999999997,1,6.0,0.0,6.0,6.0,6.0,1,6.0,0.0,6.0,6.0,6.0,1,121.38,0.0,121.38,121.38,121.38,1,6.0,0.0,6.0,6.0,6.0,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,1.0,1.0,1
A0A0H3GM04_1,A0A0H3GM04,FosA family fosfomycin resistance glutathione transferase,Klebsiella pneumoniae,TRANSFERASE/INHIBITOR,1,6c3u,326.09000000000003,0.0,326.09000000000003,326.09000000000003,326.09000000000003,1,0.5024999999999997,0.0,0.5024999999999997,0.5024999999999997,0.5024999999999997,1,2.0,0.0,2.0,2.0,2.0,1,4.0,0.0,4.0,4.0,4.0,1,123.23,0.0,123.23,123.23,123.23,1,2.0,0.0,2.0,2.0,2.0,1,1.0,0.0,1.0,1.0,1.0,1,3.0,0.0,3.0,3.0,3.0,1,0.0,0.0,0.0,0.0,0.0,1
A0A0H3JRN6_1,A0A0H3JRN6,SA2223 protein,Staphylococcus aureus subsp. aureus N315,UNKNOWN FUNCTION,2,"5kau,5kcb",381.0054999999997,94.17743086589272,381.0054999999997,314.4119999999997,447.5989999999997,2,4.335760000000002,0.28844299818161634,4.335760000000002,4.131800000000003,4.539720000000003,2,2.0,0.0,2.0,2.0,2.0,2,3.0,1.4142135623730951,3.0,2.0,4.0,2,60.045,5.833630944789017,60.045,55.92,64.17,2,5.5,2.1213203435596424,5.5,4.0,7.0,2,1.0,0.0,1.0,1.0,1.0,2,3.0,1.4142135623730951,3.0,2.0,4.0,2,0.244047619047619,0.21044844678171054,0.244047619047619,0.0952380952380952,0.3928571428571428,2
A0A0H3JWU6_1,A0A0H3JWU6,Ferric hydroxamate receptor 2,Staphylococcus aureus,METAL BINDING PROTEIN,1,4fil,614.5220000000023,0.0,614.5220000000023,614.5220000000023,614.5220000000023,1,0.5286000000000051,0.0,0.5286000000000051,0.5286000000000051,0.5286000000000051,1,3.0,0.0,3.0,3.0,3.0,1,8.0,0.0,8.0,8.0,8.0,1,215.95,0.0,215.95,215.95,215.95,1,24.0,0.0,24.0,24.0,24.0,1,1.0,0.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,1,0.8,0.0,0.8,0.8,0.8,1
A0A0H3JZJ4_1,A0A0H3JZJ4,Peptide deformylase,Synechococcus elongatus PCC 6301,HYDROLASE/HYDROLASE INHIBITOR,1,4dr9,385.5049999999995,0.0,385.5049999999995,385.5049999999995,385.5049999999995,1,1.2025,0.0,1.2025,1.2025,1.2025,1,4.0,0.0,4.0,4.0,4.0,1,5.0,0.0,5.0,5.0,5.0,1,118.96999999999998,0.0,118.96999999999998,118.96999999999998,118.96999999999998,1,13.0,0.0,13.0,13.0,13.0,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0.8421052631578947,0.0,0.8421052631578947,0.8421052631578947,0.8421052631578947,1
A0A0H3K6A3_1,A0A0H3K6A3,Staphylococcal enterotoxin-like toxin,Staphylococcus aureus subsp. aureus str. Newman,SUGAR BINDING PROTEIN,1,4dxg,819.7400000000011,0.0,819.7400000000011,819.7400000000011,819.7400000000011,1,-10.562500000000004,0.0,-10.562500000000004,-10.562500000000004,-10.562500000000004,1,14.0,0.0,14.0,14.0,14.0,1,23.0,0.0,23.0,23.0,23.0,1,405.7000000000001,0.0,405.7000000000001,405.7000000000001,405.7000000000001,1,26.0,0.0,26.0,26.0,26.0,1,-1.0,0.0,-1.0,-1.0,-1.0,1,0.0,0.0,0.0,0.0,0.0,1,0.9032258064516128,0.0,0.9032258064516128,0.9032258064516128,0.9032258064516128,1
A0A0H3NMP8_1,A0A0H3NMP8,Type III secretion system effector protein,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,TOXIN,1,6eyt,401.137,0.0,401.137,401.137,401.137,1,-4.513899999999997,0.0,-4.513899999999997,-4.513899999999997,-4.513899999999997,1,3.0,0.0,3.0,3.0,3.0,1,12.0,0.0,12.0,12.0,12.0,1,226.33,0.0,226.33,226.33,226.33,1,8.0,0.0,8.0,8.0,8.0,1,-3.0,0.0,-3.0,-3.0,-3.0,1,1.0,0.0,1.0,1.0,1.0,1,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556,0.5555555555555556,1
A0A0J7JFD7_1,A0A0J7JFD7,Acetylpolyamine amidohydrolase,Marinobacter subterrani,HYDROLASE/INHIBITOR,1,6phr,178.3450000000002,0.0,178.3450000000002,178.3450000000002,178.3450000000002,1,-0.7180999999999995,0.0,-0.7180999999999995,-0.7180999999999995,-0.7180999999999995,1,3.0,0.0,3.0,3.0,3.0,1,1.0,0.0,1.0,1.0,1.0,1,44.25,0.0,44.25,44.25,44.25,1,10.0,0.0,10.0,10.0,10.0,1,2.0,0.0,2.0,2.0,2.0,1,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,1.0,1.0,1
A0A0J9WZF0_1,A0A0J9WZF0,"Topoisomerase IV, subunit B",Francisella tularensis subsp. holarctica LVS,isomerase/isomerase inhibitor,2,"4hy1,4hym",436.9504999999999,9.890302548456336,436.9504999999999,429.9569999999999,443.944,2,2.0829500000000003,0.43267863940804885,2.0829500000000003,1.777,2.3889000000000005,2,3.0,0.0,3.0,3.0,3.0,2,6.0,1.4142135623730951,6.0,5.0,7.0,2,116.32,20.887934316250618,116.32,101.55,131.09,2,5.0,0.0,5.0,5.0,5.0,2,1.0,0.0,1.0,1.0,1.0,2,3.5,0.7071067811865476,3.5,3.0,4.0,2,0.33289473684210524,0.02419049514585557,0.33289473684210524,0.3157894736842105,0.35,2
A0A0J9X1Y8_1,A0A0J9X1Y8,Polymerase basic protein 2,Influenza B virus,VIRAL PROTEIN,1,4or6,441.186,0.0,441.186,441.186,441.186,1,-4.929599999999998,0.0,-4.929599999999998,-4.929599999999998,-4.929599999999998,1,4.0,0.0,4.0,4.0,4.0,1,13.0,0.0,13.0,13.0,13.0,1,262.30999999999995,0.0,262.30999999999995,262.30999999999995,262.30999999999995,1,9.0,0.0,9.0,9.0,9.0,1,-2.0,0.0,-2.0,-2.0,-2.0,1,2.0,0.0,2.0,2.0,2.0,1,0.5,0.0,0.5,0.5,0.5,1
A0A0J9X1Z9_1,A0A0J9X1Z9,Guanylate kinase,Staphylococcus aureus USA300-ISMMS1,TRANSFERASE,1,4qrh,677.0910000000003,0.0,677.0910000000003,677.0910000000003,677.0910000000003,1,-7.106599999999995,0.0,-7.106599999999995,-7.106599999999995,-7.106599999999995,1,3.0,0.0,3.0,3.0,3.0,1,22.0,0.0,22.0,22.0,22.0,1,413.2200000000001,0.0,413.2200000000001,413.2200000000001,413.2200000000001,1,14.0,0.0,14.0,14.0,14.0,1,-6.0,0.0,-6.0,-6.0,-6.0,1,2.0,0.0,2.0,2.0,2.0,1,0.5,0.0,0.5,0.5,0.5,1
A0A0J9X288_1,A0A0J9X288,Transcriptional regulator,Streptococcus dysgalactiae,DNA BINDING PROTEIN/INHIBITOR,1,4yv9,1204.6510000000012,0.0,1204.6510000000012,1204.6510000000012,1204.6510000000012,1,3.493000000000001,0.0,3.493000000000001,3.493000000000001,3.493000000000001,1,5.0,0.0,5.0,5.0,5.0,1,12.0,0.0,12.0,12.0,12.0,1,278.8,0.0,278.8,278.8,278.8,1,17.0,0.0,17.0,17.0,17.0,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0.8225806451612904,0.0,0.8225806451612904,0.8225806451612904,0.8225806451612904,1
A0A0L7KHE6_1,A0A0L7KHE6,M17 LEUCYL-AMINOPEPTIDASE,Plasmodium falciparum HB3,hydrolase/hydrolase inhibitor,1,6eee,456.4639999999999,0.0,456.4639999999999,456.4639999999999,456.4639999999999,1,4.426000000000004,0.0,4.426000000000004,4.426000000000004,4.426000000000004,1,3.0,0.0,3.0,3.0,3.0,1,3.0,0.0,3.0,3.0,3.0,1,78.42999999999999,0.0,78.42999999999999,78.42999999999999,78.42999999999999,1,6.0,0.0,6.0,6.0,6.0,1,0.0,0.0,0.0,0.0,0.0,1,2.0,0.0,2.0,2.0,2.0,1,0.36,0.0,0.36,0.36,0.36,1
A0A0L7M119_1,A0A0L7M119,Probable M17 family aminopeptidase,Plasmodium falciparum FcB1/Columbia,HYDROLASE/HYDROLASE INHIBITOR,1,4zy2,380.3659999999998,0.0,380.3659999999998,380.3659999999998,380.3659999999998,1,3.479700000000003,0.0,3.479700000000003,3.479700000000003,3.479700000000003,1,3.0,0.0,3.0,3.0,3.0,1,3.0,0.0,3.0,3.0,3.0,1,78.42999999999999,0.0,78.42999999999999,78.42999999999999,78.42999999999999,1,5.0,0.0,5.0,5.0,5.0,1,0.0,0.0,0.0,0.0,0.0,1,2.0,0.0,2.0,2.0,2.0,1,0.2631578947368421,0.0,0.2631578947368421,0.2631578947368421,0.2631578947368421,1
A0A0M3KKW7_1,A0A0M3KKW7,Streptopain,Streptococcus pyogenes ATCC 10782,HYDROLASE/HYDROLASE INHIBITOR,1,4rkx,190.20200000000008,0.0,190.20200000000008,190.20200000000008,190.20200000000008,1,1.43638,0.0,1.43638,1.43638,1.43638,1,1.0,0.0,1.0,1.0,1.0,1,3.0,0.0,3.0,3.0,3.0,1,62.120000000000005,0.0,62.120000000000005,62.120000000000005,62.120000000000005,1,3.0,0.0,3.0,3.0,3.0,1,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,1.0,1.0,1,0.2,0.0,0.2,0.2,0.2,1
